Election_Date,Comune,Provincia,Regione,Circoscrizione
1987-06-14,BADIA TEDALDA,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,BADOLATO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BAGALADI,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BAGHERIA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,BAGNACAVALLO,RAVENNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BAGNARA CALABRA,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BAGNARA DI ROMAGNA,RAVENNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BAGNARIA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BAGNARIA ARSA,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,BAGNASCO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BAGNATICA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BAGNI DI LUCCA,LUCCA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,BAGNO A RIPOLI,FIRENZE,TOSCANA,FIRENZE-PISTOIA
1987-06-14,BAGNO DI ROMAGNA,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BAGNOLI DEL TRIGNO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,BAGNOLI DI SOPRA,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BAGNOLI IRPINO,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BAGNOLO CREMASCO,CREMONA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,BAGNOLO DEL SALENTO,LECCE,PUGLIA,LECCE-BRINDISI-TARANTO
1987-06-14,BAGNOLO DI PO,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BAGNOLO IN PIANO,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BAGNOLO MELLA,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BAGNOLO PIEMONTE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BAGNOLO SAN VITO,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,BAGNONE,MASSA CARRARA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,BAGNOREGIO,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,BAGOLINO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BAIA E LATINA,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,BAIANO,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BAIARDO,IMPERIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,BAIRO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BAISO,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BALANGERO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BALDICHIERI D'ASTI,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BALDISSERO CANAVESE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BALDISSERO D'ALBA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BALDISSERO TORINESE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BALESTRATE,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,BALESTRINO,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,BALLABIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BALLAO,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BALME,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BALMUCCIA,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BALOCCO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BALSORANO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,BALVANO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,BALZOLA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BANARI,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BANCHETTE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BANNIO ANZINO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BANZI,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,BAONE,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BARADILI,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BARAGIANO,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,BARANELLO,CAMPOBASSO,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,BARANO D'ISCHIA,NAPOLI,CAMPANIA,NAPOLI-CASERTA
1987-06-14,BARASSO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BARATILI SAN PIETRO,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BARBANIA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BARBARA,ANCONA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,BARBARANO ROMANO,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,BARBARANO VICENTINO,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BARBARESCO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BARBARIGA,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BARBATA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BARBERINO DI MUGELLO,FIRENZE,TOSCANA,FIRENZE-PISTOIA
1987-06-14,BARBERINO VAL D'ELSA,FIRENZE,TOSCANA,FIRENZE-PISTOIA
1987-06-14,BARBIANELLO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BARBIANO,BOLZANO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,BARBONA,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BARCELLONA POZZO DI GOTTO,MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,BARCHI,PESARO E URBINO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,BARCIS,PORDENONE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,BARD,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,BARDELLO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BARDI,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BARDINETO,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,BARDOLINO,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BARDONECCHIA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BAREGGIO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BARENGO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BARESSA,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BARETE,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,BARGA,LUCCA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,BARGAGLI,GENOVA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,BARGE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BARGHE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BARI,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,BARI SARDO,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BARIANO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BARICELLA,BOLOGNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BARILE,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,BARISCIANO,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,BARLASSINA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BARLETTA,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,BARNI,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BAROLO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BARONE CANAVESE,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BARONISSI,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BARRAFRANCA,ENNA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,BARRALI,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BARREA,L'AQUILA,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,BARUMINI,CAGLIARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BARZAGO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BARZANA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BARZANO',COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BARZIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BASALUZZO,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BASCAPE',PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BASCHI,TERNI,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,BASCIANO,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,BASELGA DI PINE',TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,BASELICE,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BASIANO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BASICO',MESSINA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,BASIGLIO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BASILIANO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,BASSANO BRESCIANO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BASSANO DEL GRAPPA,VICENZA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BASSANO IN TEVERINA,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,BASSANO ROMANO,VITERBO,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,BASSIANO,LATINA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,BASSIGNANA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BASTIA MONDOVI',CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BASTIA UMBRA,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,BASTIDA DE' DOSSI,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BASTIDA PANCARANA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BASTIGLIA,MODENA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BATTAGLIA TERME,PADOVA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BATTIFOLLO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BATTIPAGLIA,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BATTUDA,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BAUCINA,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,BAULADU,ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BAUNEI,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BAVENO,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BAZZANO,BOLOGNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BEDERO VALCUVIA,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BEDIZZOLE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BEDOLLO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,BEDONIA,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BEDULITA,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BEE,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BEINASCO,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BEINETTE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BELCASTRO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BELFIORE,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BELFORTE ALL'ISAURO,PESARO E URBINO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,BELFORTE DEL CHIENTI,MACERATA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,BELFORTE MONFERRATO,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BELGIOIOSO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BELGIRATE,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BELLA,POTENZA,BASILICATA,POTENZA-MATERA
1987-06-14,BELLAGIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BELLANO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BELLANTE,TERAMO,ABRUZZO,L'AQUILA-PESCARA-CHIETI-TERAMO
1987-06-14,BELLARIA-IGEA MARINA,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BELLEGRA,ROMA,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,BELLINO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BELLINZAGO LOMBARDO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BELLINZAGO NOVARESE,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BELLONA,CASERTA,CAMPANIA,NAPOLI-CASERTA
1987-06-14,BELLOSGUARDO,SALERNO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BELLUNO,BELLUNO,VENETO,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,BELLUSCO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BELMONTE CALABRO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BELMONTE CASTELLO,FROSINONE,LAZIO,ROMA-VITERBO-LATINA-FROSINONE
1987-06-14,BELMONTE DEL SANNIO,ISERNIA,MOLISE,CAMPOBASSO-ISERNIA
1987-06-14,BELMONTE IN SABINA,RIETI,LAZIO,PERUGIA-TERNI-RIETI
1987-06-14,BELMONTE MEZZAGNO,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,BELMONTE PICENO,ASCOLI PICENO,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,BELPASSO,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,BELSITO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BELVEDERE DI SPINELLO,CATANZARO,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BELVEDERE LANGHE,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BELVEDERE MARITTIMO,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BELVEDERE OSTRENSE,ANCONA,MARCHE,ANCONA-PESARO-MACERATA-ASCOLI PICENO
1987-06-14,BELVEGLIO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BELVI',NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BEMA,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BENE LARIO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BENE VAGIENNA,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BENESTARE,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BENETUTTI,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BENEVELLO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BENEVENTO,BENEVENTO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BENNA,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BENTIVOGLIO,BOLOGNA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BERBENNO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BERBENNO DI VALTELLINA,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BERCETO,PARMA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BERCHIDDA,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BEREGAZZO CON FIGLIARO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BEREGUARDO,PAVIA,LOMBARDIA,MILANO-PAVIA
1987-06-14,BERGAMASCO,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BERGAMO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BERGANTINO,ROVIGO,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BERGEGGI,SAVONA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,BERGOLO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BERLINGO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BERNALDA,MATERA,BASILICATA,POTENZA-MATERA
1987-06-14,BERNAREGGIO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BERNATE TICINO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BERNEZZO,CUNEO,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BERRA,FERRARA,EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BERSONE,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,BERTINORO,FORLI',EMILIA ROMAGNA,BOLOGNA-FERRARA-RAVENNA-FORLI'
1987-06-14,BERTIOLO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,BERTONICO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BERZANO DI SAN PIETRO,ASTI,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BERZANO DI TORTONA,ALESSANDRIA,PIEMONTE,CUNEO-ALESSANDRIA-ASTI
1987-06-14,BERZO DEMO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BERZO INFERIORE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BERZO SAN FERMO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BESANA IN BRIANZA,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BESANO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BESATE,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BESENELLO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,BESENZONE,PIACENZA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BESNATE,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BESOZZO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BESSUDE,SASSARI,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BETTOLA,PIACENZA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BETTONA,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,BEURA-CARDEZZA,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BEVAGNA,PERUGIA,UMBRIA,PERUGIA-TERNI-RIETI
1987-06-14,BEVERINO,LA SPEZIA,LIGURIA,GENOVA-IMPERIA-LA SPEZIA-SAVONA
1987-06-14,BEVILACQUA,VERONA,VENETO,VERONA-PADOVA-VICENZA-ROVIGO
1987-06-14,BEZZECCA,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,BIANCAVILLA,CATANIA,SICILIA,CATANIA-MESSINA-SIRACUSA-RAGUSA-ENNA
1987-06-14,BIANCHI,COSENZA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BIANCO,REGGIO CALABRIA,CALABRIA,CATANZARO-COSENZA-REGGIO CALABRIA
1987-06-14,BIANDRATE,NOVARA,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BIANDRONNO,VARESE,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BIANZANO,BERGAMO,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BIANZE',VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BIANZONE,SONDRIO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BIASSONO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BIBBIANO,REGGIO NELL'EMILIA,EMILIA ROMAGNA,PARMA-MODENA-PIACENZA-REGGIO EMILIA
1987-06-14,BIBBIENA,AREZZO,TOSCANA,SIENA-AREZZO-GROSSETO
1987-06-14,BIBBONA,LIVORNO,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,BIBIANA,TORINO,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BICCARI,FOGGIA,PUGLIA,BARI-FOGGIA
1987-06-14,BICINICCO,UDINE,FRIULI VENEZIA GIULIA,UDINE-BELLUNO-GORIZIA-PORDENONE
1987-06-14,BIDONI',ORISTANO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BIELLA,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BIENNO,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BIENO,TRENTO,TRENTINO ALTO ADIGE,TRENTO-BOLZANO
1987-06-14,BIENTINA,PISA,TOSCANA,PISA-LIVORNO-LUCCA-MASSA CARRARA
1987-06-14,BIGARELLO,MANTOVA,LOMBARDIA,MANTOVA-CREMONA
1987-06-14,BINAGO,COMO,LOMBARDIA,COMO-SONDRIO-VARESE
1987-06-14,BINASCO,MILANO,LOMBARDIA,MILANO-PAVIA
1987-06-14,BINETTO,BARI,PUGLIA,BARI-FOGGIA
1987-06-14,BIOGLIO,VERCELLI,PIEMONTE,TORINO-NOVARA-VERCELLI
1987-06-14,BIONAZ,AOSTA,VALLE D'AOSTA,AOSTA
1987-06-14,BIONE,BRESCIA,LOMBARDIA,BRESCIA-BERGAMO
1987-06-14,BIRORI,NUORO,SARDEGNA,CAGLIARI-SASSARI-NUORO-ORISTANO
1987-06-14,BISACCIA,AVELLINO,CAMPANIA,BENEVENTO-AVELLINO-SALERNO
1987-06-14,BISACQUINO,PALERMO,SICILIA,PALERMO-TRAPANI-AGRIGENTO-CALTANISSETTA
1987-06-14,BISCEGLIE,BARI,PUGLIA,BARI-FOGGIA
