Election_Date,Circoscrizione,Regione,Provincia,Comune,Collegio uninominale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONASTERO DI LANZO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONCALIERI,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONCENISIO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONTALDO TORINESE,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONTALENGHE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONTALTO DORA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONTANARO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MONTEU DA PO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,MORIONDO TORINESE,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,NICHELINO,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,NOASCA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,NOLE,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,NOMAGLIO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,NONE,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,NOVALESA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,OGLIANICO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ORBASSANO,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ORIO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,OSASCO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,OSASIO,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,OULX,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,OZEGNA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PALAZZO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PANCALIERI,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PARELLA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PAVAROLO,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PAVONE CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PECCO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PECETTO TORINESE,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PEROSA ARGENTINA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PEROSA CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PERRERO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PERTUSIO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PESSINETTO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PIANEZZA,Collegno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PINASCA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PINEROLO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PINO TORINESE,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PIOBESI TORINESE,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PIOSSASCO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PISCINA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PIVERONE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,POIRINO,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,POMARETTO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PONT-CANAVESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PORTE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PRAGELATO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PRALI,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PRALORMO,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PRAMOLLO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PRAROSTINO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PRASCORSANO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,PRATIGLIONE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,QUAGLIUZZO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,QUASSOLO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,QUINCINETTO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,REANO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIBORDONE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIVA PRESSO CHIERI,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIVALBA,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIVALTA DI TORINO,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIVARA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIVAROLO CANAVESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIVAROSSA,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RIVOLI,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ROBASSOMERO,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ROCCA CANAVESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ROLETTO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ROMANO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RONCO CANAVESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RONDISSONE,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RORA',Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ROSTA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,ROURE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RUBIANA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,RUEGLIO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SALASSA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SALBERTRAND,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SALERANO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SALZA DI PINEROLO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAMONE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN BENIGNO CANAVESE,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN CARLO CANAVESE,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN COLOMBANO BELMONTE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN DIDERO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN FRANCESCO AL CAMPO,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN GERMANO CHISONE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN GILLIO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN GIORGIO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN GIORIO DI SUSA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN GIUSTO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN MARTINO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN MAURIZIO CANAVESE,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN MAURO TORINESE,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN PIETRO VAL LEMINA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN PONSO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN RAFFAELE CIMENA,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN SEBASTIANO DA PO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAN SECONDO DI PINEROLO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SANGANO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SANT'AMBROGIO DI TORINO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SANT'ANTONINO DI SUSA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SANTENA,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAUZE D'OULX,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SAUZE DI CESANA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SCALENGHE,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SCARMAGNO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SCIOLZE,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SESTRIERE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SETTIMO ROTTARO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SETTIMO TORINESE,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SETTIMO VITTONE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SPARONE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,STRAMBINELLO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,STRAMBINO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,SUSA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TAVAGNASCO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 1,Torino 1
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 2,Torino 2
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 3,Torino 3
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 4,Torino 4
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 5,Torino 5
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 6,Torino 6
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 7,Torino 7
2001-05-13,PIEMONTE 1,PIEMONTE,NA,Torino 8,Torino 8
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TORRAZZA PIEMONTE,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TORRE CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TORRE PELLICE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TRANA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TRAUSELLA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TRAVERSELLA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TRAVES,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,TROFARELLO,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,USSEAUX,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,USSEGLIO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VAIE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VAL DELLA TORRE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VALGIOIE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VALLO TORINESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VALPERGA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VALPRATO SOANA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VARISELLA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VAUDA CANAVESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VENARIA REALE,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VENAUS,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VEROLENGO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VERRUA SAVOIA,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VESTIGNE',Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VIALFRE',Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VICO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VIDRACCO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VIGONE,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLAFRANCA PIEMONTE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLANOVA CANAVESE,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLAR DORA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLAR FOCCHIARDO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLAR PELLICE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLAR PEROSA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLARBASSE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLAREGGIA,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VILLASTELLONE,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VINOVO,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VIRLE PIEMONTE,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VISCHE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VISTRORIO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VIU',Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VOLPIANO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,NA,VOLVERA,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,AGLIE',Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,AIRASCA,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ALA DI STURA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ALBIANO D'IVREA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ALICE SUPERIORE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ALMESE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ALPETTE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ALPIGNANO,Collegno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ANDEZENO,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ANDRATE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ANGROGNA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ARIGNANO,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,AVIGLIANA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,AZEGLIO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BAIRO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BALANGERO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BALDISSERO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BALDISSERO TORINESE,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BALME,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BANCHETTE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BARBANIA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BARDONECCHIA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BARONE CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BEINASCO,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BIBIANA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BOBBIO PELLICE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BOLLENGO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BORGARO TORINESE,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BORGIALLO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BORGOFRANCO D'IVREA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BORGOMASINO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BORGONE SUSA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BOSCONERO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BRANDIZZO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BRICHERASIO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BROSSO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BROZOLO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BRUINO,Rivoli
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BRUSASCO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BRUZOLO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BURIASCO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BUROLO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BUSANO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BUSSOLENO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,BUTTIGLIERA ALTA,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CAFASSE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CALUSO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CAMBIANO,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CAMPIGLIONE-FENILE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CANDIA CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CANDIOLO,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CANISCHIO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CANTALUPA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CANTOIRA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CAPRIE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CARAVINO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CAREMA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CARIGNANO,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CARMAGNOLA,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASALBORGONE,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASCINETTE D'IVREA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASELETTE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASELLE TORINESE,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASTAGNETO PO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASTAGNOLE PIEMONTE,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASTELLAMONTE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASTELNUOVO NIGRA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CASTIGLIONE TORINESE,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CAVAGNOLO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CAVOUR,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CERCENASCO,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CERES,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CERESOLE REALE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CESANA TORINESE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIALAMBERTO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIANOCCO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIAVERANO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIERI,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIESANUOVA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIOMONTE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIUSA DI SAN MICHELE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CHIVASSO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CICONIO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CINTANO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CINZANO,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CIRIE',Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CLAVIERE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,COASSOLO TORINESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,COAZZE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,COLLEGNO,Collegno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,COLLERETTO CASTELNUOVO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,COLLERETTO GIACOSA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CONDOVE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CORIO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,COSSANO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CUCEGLIO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CUMIANA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,CUORGNE',Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,DRUENTO,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,EXILLES,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FAVRIA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FELETTO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FENESTRELLE,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FIANO,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FIORANO CANAVESE,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FOGLIZZO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FORNO CANAVESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FRASSINETTO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FRONT,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,FROSSASCO,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GARZIGLIANA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GASSINO TORINESE,Settimo Torinese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GERMAGNANO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GIAGLIONE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GIAVENO,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GIVOLETTO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GRAVERE,Giaveno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GROSCAVALLO,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GROSSO,Venaria Reale
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,GRUGLIASCO,Collegno
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,INGRIA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,INVERSO PINASCA,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ISOLABELLA,Moncalieri
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,ISSIGLIO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,IVREA,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LA CASSA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LA LOGGIA,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LANZO TORINESE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LAURIANO,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LEINI,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LEMIE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LESSOLO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LEVONE,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LOCANA,Rivarolo Canavese
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LOMBARDORE,Chivasso
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LOMBRIASCO,Nichelino
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LORANZE',Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LUGNACCO,Ivrea
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LUSERNA SAN GIOVANNI,Pinerolo
2001-05-13,PIEMONTE 1,PIEMONTE,TORINO,LUSERNETTA,Pinerolo
